chara,name,input,damage,startup,active,recovery,attribute,type,frameAdv
Enkidu,,6C,720,18,4,24,Strike,normal,"-4(Foot), -3 to -2 (Shockwave)"
Enkidu,,6[C],900,27,4,29,Strike,normal,"-10(Foot), -8 (Shockwave)"
Enkidu,,j236A,"850 (900)",12,"Until land",,"Strike, Dive",special,"+0 (max range) ~ -2, (+1~+4)"
Enkidu,,j236B,"850 (900)",14,"Until land",,"Strike, Dive",special,"+0 (max range) ~ -2, (+1~+4)"
Enkidu,,j236C,"1400 (1450)",1+8,"Until land",,"Strike, Dive",special,"+4 ~ +6 (max range), (+4~+8)"
Enkidu,,jA,150,7,4,14,"Strike, Head",normal,Varies
Enkidu,,jB,520,11,3,15,"Strike, Head",normal,Varies
Enkidu,,jC,620,12,4,20,"Strike, Head",normal,Varies
Enkidu,,jCC,680,11,3,27,"Strike, Head",normal,Varies
Enkidu,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Enkidu,"Demon Seal: Abyssal Force",A+B+C+D,3750,1+14,2,51,Strike,super,-25
Enkidu,"Demonic Formation",6B+C,820,18,4,17,Strike,other,-4
Enkidu,"Demonic Formation (Increase)",6[B+C],930,43,5,18,Strike,other,-6
Enkidu,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Enkidu,"Smart Steer",5A+B,1656,,,,Strike,other,-4
Enkidu,"Spiral Dual Palm Strike",41236D,"1st hit connects: 3520&lt;br&gt;Fireball: 2112",8,"1 (1st hit)",51,Strike,super,"-17 to +39"
Enkidu,Throw,A+D,1610,4,1,22,Throw,other,"+30 (KD)"
Enkidu,"Tidal Spin",B+C,"1406, Havoc: 1927",10,23,42,Strike,other,-32
Enkidu,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Gordeau,,2A,180,6,3,11,Strike,normal,-2
Gordeau,,2B,500,8,4,16,"Strike, Foot",normal,-4
Gordeau,,2C,"360, 390 (726 total)",8,"3, 6",22,"Strike, Foot",normal,-10
Gordeau,,3C,620,11,12,11,"Strike, Foot",normal,-5~+6
Gordeau,,3[C],710,17,13,12,"Strike, Foot",normal,-7~+5
Gordeau,,4B,530,10,2,16,Strike,normal,-2
Gordeau,,5A,180,6,2,12,"Strike, Foot, Light Foot",normal,-1
Gordeau,,5B,510,9,4,17,Strike,normal,0
Gordeau,,5C,690,16,4,28,Strike,normal,-14
Gordeau,,5[C],950,30,6,37,Strike,normal,-22
Gordeau,,66B,660,10,2,12,Strike,normal,-2
Gordeau,,66C,980,11,12,12,Strike,normal,-8~+3
Gordeau,,6B,630,27,5,19,Strike,normal,-6
Gordeau,,A+D,1510,4,3,24,Throw,other,+19
Gordeau,,A+D~[2],1450,4,3,24,Throw,other,+9
Gordeau,,jA,140,8,5,12,"Strike, Head",normal,Varies
Gordeau,,jB,"350, 350 (675 total)",8,"2, 5",23,"Strike, Head",normal,Varies
Gordeau,,jC,610,13,4,72,"Strike, Head",normal,Varies
Gordeau,,j[C],770,21,5,71,"Strike, Head",normal,Varies
Gordeau,Assimilation,236X~6X~4X,,,,,Throw,special,
Gordeau,Assimilation,236X~6X~6X,1600,16,4,30,Throw,special,+14
Gordeau,"Assimilation (A)",214A,1200,12,1,32,Throw,special,+14
Gordeau,"Assimilation (B)",214B,1500,8,6,22,Throw,special,+16
Gordeau,"Assimilation (C)",214C,1600,4+9,1,29,Throw,special,+28
Gordeau,"Beheading Trim",66B+C,870,"14 (Combo) 30 (Neutral)",8/2,23,Strike,other,-2
Gordeau,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Gordeau,"Downward Claws",623A~6X,825,23,,28,Strike,special,-12
Gordeau,"Downward Claws",623B~6X,956,27,3,33,Strike,special,-17
Gordeau,"Grim Reaper (A)",623A,1345,12,"6, 3",24,Strike,special,-6
Gordeau,"Grim Reaper (B)",623B,1415,9,"6, 3",28,Strike,special,-15
Gordeau,"Grim Reaper (C)",623C,1851,4+3,"6, 3, 6, 4",32,Strike,special,-18
Gordeau,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Gordeau,"Mortal Glide (A)",j236A,1575,7,"2, 8",,"Strike (First Hit), Projectile",special,-6
Gordeau,"Mortal Glide (B)",j236B,1575,7,"2, 8",,"Strike (First Hit), Projectile",special,-12
Gordeau,"Mortal Glide (C)",j236C,2022,4+10,8,,Projectile,special,+8
Gordeau,"Mortal Slide (A)",236A,1434,16,"4, 6",15,Strike,special,-3
Gordeau,"Mortal Slide (B)",236B,1434,19,"4, 6",17,Strike,special,-5
Gordeau,"Mortal Slide (C)",236C,2039,1+13,"2, 3",27,Strike,special,+7
Gordeau,"Precise Aim (A)",22A,550,21,3,15,Strike,special,+7
Gordeau,"Precise Aim (Air A)",j214A,625,12,17,,Strike,special,+2
Gordeau,"Precise Aim (Air B)",j214B,1170,13,"12, 3",28,Strike,special,-5
Gordeau,"Precise Aim (Air C)",j214C,1353,4+3,"36, 5",28,Strike,special,-7
Gordeau,"Precise Aim (B)",22B,1484,14,"4, 19, 5",34,Strike,special,-9
Gordeau,"Precise Aim (C)",22C,2005,4+5,"5, 46, 6",35,Strike,special,-23
Gordeau,"Rusty Nail",B+C,"396*3 (1080)",21,4,23,Projectile,other,+1
Gordeau,"Rusty Nail",B+C,"500*3 (1365)",18,4,23,Projectile,other,+1
Gordeau,"Shadow Harvest",236X~6X,850,9,2,27,Strike,special,-6
Gordeau,"Soul Exodus",A+B+C+D,3820,1+14,2,51,Strike,super,-25
Gordeau,Turbulence,41236D,3095,1+12,"3, 3, 4, 6, 5, 3, 3, 3",19,Strike,super,-4
Gordeau,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Hilda,,2A,120,6,2,13,"Strike, Foot",normal,-3
Hilda,,2B,490,13,4,22,Strike,normal,-8
Hilda,,2C,490,14,3,29,Strike,normal,-14
Hilda,,2CC,420,16,3,32,Strike,normal,-12
Hilda,,3B,480,11,2,24,Strike,normal,-8
Hilda,,3C,490,11,3,21,Strike,normal,-6
Hilda,,3CC,420,16,3,32,Strike,normal,-11
Hilda,,5A,200,8,2,12,Strike,normal,-2
Hilda,,5B,490,11,3,29,Strike,normal,-14
Hilda,,5BB,920&lt;br&gt;(250+237+225+212),12,8,32,Strike,normal,-15
Hilda,,5C,620,15,3,38,Strike,normal,-13
Hilda,,5CC,460,24,1,24,Strike,normal,0
Hilda,,5[C],1200,33,15,38,Strike,normal,-6
Hilda,,66B,945&lt;br&gt;(260+244+228+213),12,11,25,Strike,normal,-7
Hilda,,66C,981&lt;br&gt;(270+253+237+221),13,11,32,Strike,normal,-11
Hilda,,j2C,720,15,"until landing","11 (TK)","Strike, Dive",normal,-13~+1
Hilda,,jA,140,8,2,19,"Strike, Head",normal,Varies
Hilda,,jB,430,10,3,24,"Strike, Head",normal,Varies
Hilda,,jB+C,1368&lt;br&gt;(505+494+409),15,9,28,"Strike, Head",other,-8
Hilda,,jC,540,16,5,16,"Strike, Head",normal,Varies
Hilda,,jCC,420,15,4,22,"Strike, Head",normal,Varies
Hilda,,j[B]+[C],1449&lt;br&gt;(535+481+433),24,12,35,"Strike, Head",other,-17
Hilda,,j[C],"833 (320 + 513)",21,4(8)7,"Until landing (on whiff/shield)","Strike, Head",normal,Varies
Hilda,,[B]+[C],1449&lt;br&gt;(535+481+433),23,12,35,Strike,other,-15
Hilda,Antidispersive,236B+C,"2564 (6 hits)",1+19,,,"Strike, Projectile",special,16~32
Hilda,"Backdash Teleport",44~7A+B,,,,,,special,
Hilda,"Condensity Gloom",214A,"1904 (8 hits)&lt;br&gt;(266+258+250+242+&lt;br&gt;234+226+218+210)",82,,,Projectile,special,~+74
Hilda,"Condensity Gloom",214B,"2486 (11 hits)",86,,,Projectile,special,~+77
Hilda,"Condensity Gloom",214C,"2976 (25 hits)",77,,,Projectile,special,~+144
Hilda,"Condensity Gloom",j214A,"1904 (8 hits)&lt;br&gt;(266+258+250+242+&lt;br&gt;234+226+218+210)",82,,,Projectile,special,~+76
Hilda,"Condensity Gloom",j214B,"2486 (11 hits)",86,,,Projectile,special,~+80
Hilda,"Condensity Gloom",j214C,"2976 (25 hits)",77,,,Projectile,special,~+146
Hilda,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Hilda,"Dismal Sign",421A,,,,,,special,
Hilda,"Dismal Sign",421B,,,,,,special,
Hilda,"Dismal Sign",421C,"1983(13 hits)",40,,,,special,4
Hilda,"Dismal Sign",j421A,,,,,,special,
Hilda,"Dismal Sign",j421B,,,,,,special,
Hilda,"Dismal Sign",j421C,"1983(13 hits)",41,,,,special,4
Hilda,Domination,j44,,,,,,special,
Hilda,"Fallen Pain",]X[,1210&lt;br&gt;(990+220),"Stand: 24&lt;br&gt;Crouch: 25&lt;br&gt;Air: 14",17,,Projectile,special,-3~-4
Hilda,"Fallen Pain",]X[,660,"Standing: 26~28&lt;br&gt;Crouching: 27~29&lt;br&gt;Air: 18",17,,Projectile,special,-3~-4
Hilda,"Fallen Pain",]X[,770,"Standing: 24~26&lt;br&gt;Crouching: 25~27&lt;br&gt;Air: 16",17,,Projectile,special,-3~-4
Hilda,"Fallen Pain",]X[,880,"Standing: 25&lt;br&gt;Crouch: 26&lt;br&gt;Air: 15",17,,Projectile,special,-3~-4
Hilda,"Fallen Pain",]X[,880~1674,"Stand: 24&lt;br&gt;Crouch: 25&lt;br&gt;Air: 14",17,,Projectile,special,-3~-4
Hilda,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Hilda,Impalement,41236D,3461,1+11,5,54,Strike,super,-41
Hilda,"In the Darkness",A+B+C+D,3880,1+14,2,51,Strike,super,-25
Hilda,Interference,623A,720,15,3,20,Strike,special,-4
Hilda,Interference,623B,920,37,3,9,Strike,special,13
Hilda,Interference,623C,1800,1+11,3,19,Strike,special,-3
Hilda,"Nail Torrent",j236B+C,"2862 (15 hits)",1+29,,35,Strike,special,+51~60
Hilda,"Revenant Pillar",22A,880,15,3,17,Strike,special,-8
Hilda,"Revenant Pillar",22B,880,15,3,17,Strike,special,-8
Hilda,"Revenant Pillar",22C,1880,11,3,27,Strike,special,-2
Hilda,"Shadow Awaits",214B+C,"1764 (3 hits)&lt;br&gt;(666+586+512)",,840,28,Projectile,special,+82
Hilda,Skewer,236A,880,16,8,24,Projectile,special,-10
Hilda,Skewer,236B,880,31,8,8,Projectile,special,6
Hilda,Skewer,236C,1520,1+11,8,25,Projectile,special,-4
Hilda,Skewer,j236A,880,18,8,,Projectile,special,-x~-9
Hilda,Skewer,j236B,880,35,8,,Projectile,special,-x~+5
Hilda,Skewer,j236C,1520,1+10,8,,Projectile,special,7
Hilda,"Steer Ender",5A+B,,,,,Strike,other,-12
Hilda,Throw,A+D,1605,4,1,26,Throw,other,+41(hit)
Hilda,Tri-Furket,B+C,1368&lt;br&gt;(505+454+409),15,9,28,Strike,other,-6
Hilda,"Tri-Furket (Variant)",B+C~2A,700,8+17(25),3,20,Strike,other,-6~-5
Hilda,"Tri-Furket (Variant)",B+C~A,700,8+7(15),2,18,Strike,other,-x~-2
Hilda,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Hyde,,2A,150,5,2,12,Foot,normal,-2
Hyde,,2B,490,10,4,14,Strike,normal,-2
Hyde,,2C,620,12,5,17,Foot,normal,-6
Hyde,,3B,540,9,3,,Foot,normal,-9
Hyde,,3C,780,9,2,,Strike,normal,-7
Hyde,,5A,200,7,3,15,Strike,normal,-6
Hyde,,5B,570,9,4,18,Strike,normal,-6
Hyde,,5C,690,12,5,19,Strike,normal,-6
Hyde,,5[C],780,23,5,17,Strike,normal,+1
Hyde,,66B,620,10,4,,Strike,normal,-2
Hyde,,66C,810,15,3,,Strike,normal,-8
Hyde,,6B,1030,8,"2 (10) 2",,Strike,normal,-5
Hyde,,j2C,573,14,3,,Head,normal,Varies
Hyde,,j6C,510,12,4,,Head,normal,Varies
Hyde,,jA,176,9,8,,Head,normal,Varies
Hyde,,jB,410,11,2,,Head,normal,Varies
Hyde,,jC,580,13,3,,Head,normal,Varies
Hyde,,j[C],750,21,3,,Head,normal,Varies
Hyde,"Black Orbiter (A)",236A,810,13,"Until Hit",,Projectile,special,-7
Hyde,"Black Orbiter (B)",236B,810,11,"Until Hit",,Projectile,special,-11
Hyde,"Black Orbiter (C)",236C,330×7,4+4,"Until Hit",,Projectile,special,+28
Hyde,"Blaring Outrage",2B+C,921,14,Varies,,Projectile,other,-12
Hyde,"Blaring Outrage (Increase)",2[B]+[C],1298,14,Varies,,Projectile,other,-2
Hyde,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Hyde,"Dark Lotus",236X~6A;/;236A,552,14,15,,Projectile,special,-3
Hyde,"Dark Lotus (Air) (A)",j236A,1292,9,,,"Strike (first hit), Projectile",special,+14
Hyde,"Dark Lotus (Air) (B)",j236B,1292,9,,,"Strike (first hit), Projectile",special,+14
Hyde,"Dark Lotus (Air) (EX)",j236C,1707,4+10,,,Projectile,special,+24
Hyde,"Dark Lotus Anthesis",236X~236C;/;646C,1654,4+4,15,,Projectile,special,+9~+11
Hyde,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Hyde,"Gyro Vortex",41236D,"400, 320×10",1+7,,,Strike,super,-18
Hyde,"Raging Roar",A+B+C+D,3760,1+14,2,51,Strike,super,-25
Hyde,"Red-Clad Craver (A)",623A,1433,5,9,,Strike,special,-24
Hyde,"Red-Clad Craver (B)",623B,1763,6,11,55,Strike,special,-27
Hyde,"Red-Clad Craver (EX)",623C,2016,4+1,13,,Strike,special,-38
Hyde,"Shadow Scare (A)",22A,1518,11,,,"Strike (first hit), Projectile (eruption)",special,-6
Hyde,"Shadow Scare (B)",22B,1537,22,,,"Strike (first hit), Projectile (eruption)",special,"+1 (Eruption), -8 (Sword stab only)"
Hyde,"Shadow Scare (EX)",22C,1838-2023,4+10,,,"Strike (first hit), Projectile (eruption)",special,+13~+85
Hyde,"Sinister Bend",236X~6B;/;236B,980,22,2,31,Strike,special,-8
Hyde,"Steer Ender",A+B,"810, 910",8,3(12)4,18,Strike,other,-4
Hyde,"Strict Daze",B+C,1250,20,5,,Strike,other,-11
Hyde,"Strict Daze (Increase)",[B]+[C],1450,32,5,,Strike,other,-11
Hyde,"Strict Daze (Increase, Vorpal)",[B]+[C],1705,30,5,,Strike,other,-6
Hyde,"Strict Daze (Vorpal)",B+C,1485,20,5,,Strike,other,-6
Hyde,Throw,A+D,1420,4,3,,Throw,other,+42
Hyde,"Vacant Shift (EX)",214C,2190,4+1,6,,Strike,special,-6~-11
Hyde,"Vacant Shift - First (A)",214A,450,11,4,,Strike,special,-21
Hyde,"Vacant Shift - First (B)",214B,450,11,4,,Strike,special,-30
Hyde,"Vacant Shift - Second",214X~4X,600,,3,,Strike,special,+1~-12
Hyde,"Vacant Shift - Third",214X~4X~4X,950,,4,,Strike,special,-9~-14
Hyde,"Veil Bringer",236B+C,2077,4+3,,,Strike,special,-29
Hyde,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Izumi,,2A,150,5,2,,"Strike, Foot",normal,-2
Izumi,,2B,490,9,5,,"Strike, Foot",normal,-7
Izumi,,2C,620,12,3,,"Strike, Foot",normal,-10
Izumi,,3C,680,9,4,,Strike,normal,-11
Izumi,,5A,180,5,2,,Strike,normal,-2
Izumi,,5B,510,8,3,,Strike,normal,-5
Izumi,,5BB,490,13,2,,Strike,normal,-10
Izumi,,5BBB,800,16,4,,Strike,normal,-9
Izumi,,5C,690,10,4,,Strike,normal,-9
Izumi,,5CC,800,13,4,,Strike,normal,-9
Izumi,,5[C],780,23,2,,Strike,normal,-24
Izumi,,66B,940,11,"2, (2), 4",,Strike,normal,-5~-6
Izumi,,66C,1014,19,"9, (9), 2",,Strike,normal,-9
Izumi,,jA,140,7,4,,"Strike, Head",normal,Varies
Izumi,,jB,420,11,3,,"Strike, Head",normal,Varies
Izumi,,jC,590,12,4,,"Strike, Head",normal,Varies
Izumi,,j[B],610,16,3,,"Strike, Head",normal,Varies
Izumi,,j[C],750,19,4,,"Strike, Head",normal,Varies
Izumi,"Amaaazing Ocean Flow",41236D,2925,1+7,,,Strike,super,"-34 ~ -15"
Izumi,"And Then ~ Do a Somersault!",★~C,1008,19,12,,Strike,other,-4
Izumi,"Aqua Splash",236A,760,11,4,,Strike,special,-8
Izumi,"Aqua Splash",236B,760,15,4,,Strike,special,-6
Izumi,"Aqua Splash",236C,1658,4+9,"15, 21",,Projectile,special,"+6 ~ +21"
Izumi,"Aqua Splash",236[B],901,21,25,,Projectile,special,"-5 ~ +17"
Izumi,"Aqua Splash Again",236A~X,820,,4,,Strike,special,-9
Izumi,"Aqua Splash Again",236B~X,820,,4,,Strike,special,-11
Izumi,"Aqua Splash Again",236B~[B],830,,,,Strike,special,-6
Izumi,"Bubbly Breath",214A,718,12,21,,"Strike, Projectile",special,"-7 ~ +8"
Izumi,"Bubbly Breath",214B,867,27,21,,"Strike, Projectile",special,"+11 ~ +27"
Izumi,"Bubbly Breath",214C,1380,4+11,,,"Strike, Projectile",special,"+1~+28 (first hit)&lt;br&gt;+28 (second hit)"
Izumi,"Bubbly Breath",214[B],720,27,,,"Strike, Projectile",special,"-3 ~ +28"
Izumi,"C&#039;mere, Elefee!",B+C,840,15,4,,,other,-20
Izumi,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Izumi,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Izumi,"Help Me, Elefee!",6B+C,,10,-,,,other,
Izumi,"Help Me, Elefee!",6[B]+[C],,,,,,other,
Izumi,"Help Me, Elefee!",j6B+C★,,,,,,other,
Izumi,"I&#039;ll Handle This Myself!",j236A,1254,9,"7, (14), 18, (2), 2",,Strike,special,-1
Izumi,"I&#039;ll Handle This Myself!",j236B,1454,9,"6, (12), 7, (14), 18",,Strike,special,-8
Izumi,"I&#039;ll Handle This Myself!",j236C,2042,4+2,"6, (12), 7, (14), 8",,Strike,special,+2
Izumi,"Keep Going ~ and Splash!",★~A,650,16,2,,Strike,other,+1
Izumi,"Lots of Bubbly Breath",214B+C,1969,4+6,25,,"Strike, Projectile",special,"+25 ~ +49"
Izumi,"Plumey Whirlpool",A+B+C+D,3760,1+14,2,51,Strike,super,-25
Izumi,"Smart Steer Ender",5A+B,,13,"3, (12), 4",,Strike,other,-4
Izumi,"Surf&#039;s Up!",★~B,1040,15,12,,Strike,other,+1~+12
Izumi,Throw,A+D,1418,4,1,,Throw,other,+22
Izumi,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Izumi,Waterfall,22A,"855 (Both Hits)&lt;br&gt;650 (Dive)&lt;br&gt;410 (Rising)",25-26,"5, (63), 6",,Strike,special,"-7~-6 (Dive)&lt;br&gt;+24 (Rising)"
Izumi,Waterfall,22B,"905 (Both Hits)&lt;br&gt;700 (Dive)&lt;br&gt;410 (Rising)",27,"5, (63), 6",,Strike,special,"-6~-3 (Dive)&lt;br&gt;+24 (Rising)"
Izumi,Waterfall,22C,"1954 (Both Hits)&lt;br&gt;750 (Dive)&lt;br&gt;1377(Rising)",4+12,"5, (62), 17",,Strike,special,"-5~-1 (Dive)&lt;br&gt;+40(Rising)"
Kaguya,,2A,150,5,2,12,"Strike, Light Foot",normal,-2
Kaguya,,2B,450x2,8,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;3,2&quot;&gt;5&lt;/span&gt;",24,Strike,normal,-10
Kaguya,,2C,"260, 430",9,"3 (10) 3",25,"Strike, Foot",normal,-10
Kaguya,,3C,620,14,2,26,Strike,normal,-6
Kaguya,,3C~66/44,,,,,,normal,-20
Kaguya,,3C~A,710,4,3,23,Strike,normal,-10
Kaguya,,3C~B,"260, 430",8,"3 (11) 4",20,Strike,normal,-6
Kaguya,,3C~C,"598 (702x2)","21 (88)","2 (15)",39,"Strike, (Projectile)",normal,
Kaguya,,4B,620,8,4,24,Strike,normal,-8
Kaguya,,5A,190,6,2,12,Strike,normal,-2
Kaguya,,5B,490,8,2,20,Strike,normal,-6
Kaguya,,5BB,490,17,3,30,Strike,normal,-8
Kaguya,,5C,790,10,3,22,Strike,normal,-7
Kaguya,,66B,670,10,12,13,"Strike, Foot",normal,"-7 ~ +4"
Kaguya,,66C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;380x3&quot;&gt;1093&lt;/span&gt;",24,4,29,Projectile,normal,+9
Kaguya,,6C,620,18,8,15,Strike,normal,"-5 ~ +2"
Kaguya,,B+C~6X,950,"12 [10]","&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;2,1&quot;&gt;3&lt;/span&gt;",45,Projectile,other,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;-16 on the second hitbox&quot;&gt;-18&lt;/span&gt;"
Kaguya,,B+C~X,880,"11 [9]",3,31,Strike,other,-16
Kaguya,,j.236X~7/8/9,,,,,,special,
Kaguya,,j2C,570,13,4,31,"Strike, Head",normal,Varies
Kaguya,,jA,140,8,3,15,"Strike, Head",normal,Varies
Kaguya,,jB,420,9,3,27,"Strike, Head",normal,Varies
Kaguya,,jBB,610,16,3,16,"Strike, Head",normal,Varies
Kaguya,,jC,590,12,3,35,"Strike, Head",normal,Varies
Kaguya,,j[C],770,19,3,35,"Strike, Head",normal,Varies
Kaguya,"A Bloom in the Darkess: Lunar Blossom",214A,"598 (702x2)","22 (88)","2 (15)",31,"Strike (Projectile)",special,
Kaguya,"A Bloom in the Darkess: Lunar Blossom",214B,"598 (702x2)","24 (85)","2 (15)",35,"Strike (Projectile)",special,"+35 ~ +56"
Kaguya,"A Bloom in the Darkess: Lunar Blossom",214C,"598 (1273x2)","4+11 (4+39)","2 (15)",30,"Strike (Projectile)",special,"+35 ~ +51"
Kaguya,"A Bloom in the Darkess: Lunar Blossom",214[B],"598 (702x2)","32 (91)","2 (15)",30,"Strike (Projectile)",special,"+35 ~ +51"
Kaguya,"A Bloom in the Darkess: Lunar Blossom (Air)",j.214A,"598 (702x2)","18 (87)","2 (15)","Until Landing","Strike (Projectile)",special,"+35 ~ +61"
Kaguya,"A Bloom in the Darkess: Lunar Blossom (Air)",j.214B,"598 (702x2)","21 (89)","2 (15)","Until Landing","Strike (Projectile)",special,"+35 ~ +52"
Kaguya,"A Bloom in the Darkess: Lunar Blossom (Air)",j.214C,"598 (1273x2)","4+7 (4+38)","2 (15)","Until Landing","Strike (Projectile)",special,"+35 ~ +52"
Kaguya,"A Fleeting Beam of Light: Moonlight Flash",236A,698,11,2,29,Strike,special,-6
Kaguya,"A Fleeting Beam of Light: Moonlight Flash",236B,798,15,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;2,4&quot;&gt;6&lt;/span&gt;",26,Projectile,special,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;-7 on the second hitbox&quot;&gt;-9&lt;/span&gt;"
Kaguya,"A Fleeting Beam of Light: Moonlight Flash",236C,1990,4+8,"4 (22) 4",22,Projectile,special,+9
Kaguya,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Kaguya,"Dance Elegantly in the Light: Moonlit Palette",41236D,3510,1+8,"3 (8) 5",31,Strike,super,-18
Kaguya,"Dance Without Rest: Flower of Overflowing Light",B+C,,,,,,other,
Kaguya,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Kaguya,"Lack Leaves a Hole in the Heart: Rising Crescent",623A,1553,5,"4 (2) 7",24,Strike,special,-16
Kaguya,"Lack Leaves a Hole in the Heart: Rising Crescent",623B,1677,10,"3 (2) 10",26,Strike,special,-16
Kaguya,"Lack Leaves a Hole in the Heart: Rising Crescent",623C,2055,4+2,"3 (2) 10",26,Strike,special,-23
Kaguya,"Moonlight Double Flash",236A~X,698,10,2,30,Strike,special,-7
Kaguya,"Moonlight Double Flash",236B~X,950,19,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;2,5&quot;&gt;7&lt;/span&gt;",30,Projectile,special,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;-13 on the second hitbox&quot;&gt;-15&lt;/span&gt;"
Kaguya,"Moonlight Triple Flash",236A~X~X,898,20,2,36,Strike,special,-15
Kaguya,"O Moon, Reflect the Night: Moonlit Night",A+B+C+D,3750,1+14,2,51,Strike,super,-25
Kaguya,"Only in Dreams Does One Walk Diaphanous: Hazy Step",j.236A,690,10,2,"Until Landing",Strike,special,
Kaguya,"Only in Dreams Does One Walk Diaphanous: Hazy Step",j.236B,690,12,3,"Until Landing",Strike,special,
Kaguya,"Only in Dreams Does One Walk Diaphanous: Hazy Step",j.236C,690,16,4,"Until Landing",Strike,special,
Kaguya,"Smart Steer",5A+B,1618,9,"3 (8) 3 (17) 3",19,Strike,other,-4
Kaguya,Throw,A+D,1570,4,3,24,Throw,other,
Kaguya,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Kuon,,2A,160,6,2,13,Strike,normal,-3
Kuon,,2B,460,8,8,15,Strike,normal,-7
Kuon,,2C,640,10,5,20,Strike,normal,-7
Kuon,,3C,640,8,15,13,Strike,normal,"-10 ~ +4"
Kuon,,4C,660,15,3,23,Strike,normal,-8
Kuon,,5A,200,6,2,14,Strike,normal,-4
Kuon,,5B,490,9,3,19,Strike,normal,-6
Kuon,,5C,690,12,5,23,Strike,normal,-10
Kuon,,5[C],780,24,6,17,Strike,normal,-5
Kuon,,66B,"490×2 (931)",10,3(14)5,15,Strike,normal,-4
Kuon,,66C,940,27,6,18,Strike,normal,-6
Kuon,,66~6A+B,,,,,,normal,
Kuon,,6B,520,11,3,25,Strike,normal,-12
Kuon,,6B~6B,590,13,4,23,Strike,normal,-11
Kuon,,6C,"240×4 (852)",25,,,Strike,normal,-5
Kuon,,j6C,710,13,4,15,Strike,normal,
Kuon,,jA,140,8,2,16,Strike,normal,
Kuon,,jB,420,9,4,18,Strike,normal,
Kuon,,jC,590,12,5,18,Strike,normal,
Kuon,,j[C],760,20,6,18,Strike,normal,
Kuon,"Barrier of Isolation",[2]8A,1200,7,12,31,Strike,special,-14
Kuon,"Barrier of Isolation",[2]8B,1500,12,12,46,Strike,special,-29
Kuon,"Barrier of Isolation",[2]8C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;490x5&quot;&gt;(1959)&lt;/span&gt;",10,12,57,Strike,special,-38
Kuon,"Black Scarlet Carving",A+B+C+D,3760,1+14,2,51,Strike,super,-25
Kuon,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Kuon,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Kuon,"Heavenly Law",B+C,,17,,,,other,
Kuon,"Heavenly Law",jB+C,,17,,,,other,
Kuon,"Heavenly Law",[B]+[C],,44,,,,other,
Kuon,"Heavenly Law (Follow-Up 1)",B+C~D,,12,,,,other,
Kuon,"Heavenly Law (Follow-Up 2)",B+C~X,,,,,,other,
Kuon,"Heavenly Law (Increase, Vorpal)",[B]+[C],,,,,,other,
Kuon,"Heavenly Law (Mantle of Nothingness)",B+C~2B+C,937,28,15,24,Strike,other,"-19 ~ -7"
Kuon,"Heavenly Law (Void-Piercing Shadow)",B+C~6B+C,1213,15,4,"Until Landing",Projectile,other,"+4 ~ -10"
Kuon,"Heavenly Law (Vorpal)",B+C,,,,,,other,
Kuon,"Heavenly Law (Whirlpool of Omens)",B+C~4B+C,940,35,,,Projectile,other,+36
Kuon,"Mantle of Nothingness",623A,,22,2,22,Strike,special,-6
Kuon,"Mantle of Nothingness",623B,,29,7,19,Strike,special,"-5 ~ -2"
